RCDTS,School Name,City,SAT Reading Total Students Level 1 PC,SAT Reading Total Students Level 2 PC,SAT Reading Total Students Level 3 PC,SAT Reading Total Students Level 4 PC,SAT Math Total Students Level 1 PC,SAT Math Total Students Level 2 PC,SAT Math Total Students Level 3 PC,SAT Math Total Students Level 4 PC,SAT Reading Total Low Income Students Level 1 PC,SAT Reading Total Low Income Students Level 2 PC,SAT Reading Total Low Income Students Level 3 PC,SAT Reading Total Low Income Students Level 4 PC,SAT Math Total Low Income Students Level 1 PC,SAT Math Total Low Income Students Level 2 PC,SAT Math Total Low Income Students Level 3 PC,SAT Math Total Low Income Students Level 4 PC,Total Students SAT Math Participation PC,Low Income Students SAT Math Participation PC,Total Students SAT ELA Participation PC,Low Income Students SAT ELA Participation PC
4.71E+14,Morrison High School,Morrison,20.7,44.8,31,3.4,25.9,44.8,29.3,0,20,55,25,0,40,40,20,0,95.1,90.9,95.1,90.9
4.71E+14,Morrison Jr High School,Morrison,,,,,,,,,,,,,,,,,,,,
4.71E+14,Northside School,Morrison,,,,,,,,,,,,,,,,,,,,
4.71E+14,Southside School,Morrison,,,,,,,,,,,,,,,,,,,,
4.71E+14,,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,Rock Falls Middle School,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,Dillon Elementary School,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,Merrill Elem School,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,Riverdale PreSchool Center,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,East Coloma - Nelson Elem Sch,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,Montmorency CCSD #145,Rock Falls,,,,,,,,,,,,,,,,,,,,
4.71E+14,,Rock Falls,26.5,40.6,25.2,7.7,38.1,45.2,15.5,1.3,42.9,38.6,12.9,5.7,54.3,35.7,8.6,1.4,100,100,100,100
4.71E+14,Rock Falls Township High School,Rock Falls,26.5,40.6,25.2,7.7,38.1,45.2,15.5,1.3,42.9,38.6,12.9,5.7,54.3,35.7,8.6,1.4,100,100,100,100
4.81E+14,,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Pleasant Valley Elem School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Pleasant Valley Middle School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Norwood Elem School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Norwood Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Bartonville,,,,,,,,,,,,,,,,,,,,
4.81E+14,Bartonville Elem School,Bartonville,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Bartonville,,,,,,,,,,,,,,,,,,,,
4.81E+14,Oak Grove School,Bartonville,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Pleasant Hill Elem School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Bartonville,,,,,,,,,,,,,,,,,,,,
4.81E+14,Monroe Elem School,Bartonville,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Peoria,48.7,31,14.2,6.2,59.1,26.4,10.9,3.6,58,30.3,9.4,2.2,69.7,23.7,5.4,1.2,96.3,96,96.3,96
4.81E+14,Manual Academy,Peoria,68.9,25.2,5.2,0.7,83,15.6,1.5,0,71.1,25.4,3.5,0,85.1,14,0.9,0,96.4,97.4,96.4,97.4
4.81E+14,Peoria High School,Peoria,59.5,32.5,6.9,1.1,67.2,28.8,4,0,61.4,30.5,7.1,1,67.5,28.9,3.6,0,96.1,95.6,96.1,95.6
4.81E+14,Richwoods High School,Peoria,19.2,35.3,29.8,15.8,30.5,33.6,25.7,10.3,29.5,38.4,24.1,8,46.4,31.3,17,5.4,99.3,100,99.3,100
4.81E+14,Rolling Acres Middle School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Sterling Middle School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Von Steuben Middle School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Calvin Coolidge Middle School,West Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Charles A Lindbergh Middle School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Mark W Bills Middle School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Washington Gifted School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Whittier Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Dr Maude A Sanders Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Roosevelt Magnet School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Franklin Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Glen Oak Comm Learning Cntr,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Harrison Comm Learning Cntr,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Hines Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Lincoln School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Thomas Jefferson Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Kellar Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Northmoor Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Charter Oak Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Trewyn Primary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Valeska Hinton Early Ch Ed Ctr,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Farmington,16.3,57.7,23.1,2.9,33.7,42.3,23.1,1,22.5,55,22.5,0,45,35,20,0,100,100,100,100
4.81E+14,Farmington Central High Sch,Farmington,16.3,57.7,23.1,2.9,33.7,42.3,23.1,1,22.5,55,22.5,0,45,35,20,0,100,100,100,100
4.81E+14,Farmington Central Jr High Sch,Farmington,,,,,,,,,,,,,,,,,,,,
4.81E+14,Farmington Central Elem Sch,Farmington,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Brimfield,10.2,42.4,32.2,15.3,22,27.1,45.8,5.1,,,,,,,,,100,,100,
4.81E+14,Brimfield High School,Brimfield,10.2,42.4,32.2,15.3,22,27.1,45.8,5.1,,,,,,,,,100,,100,
4.81E+14,Brimfield Grade School,Brimfield,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Peoria,19.9,49.6,24.8,5.7,39.4,40.2,18.7,1.6,29.3,49.5,19.2,2,51.5,38.4,10.1,0,99.6,100,99.6,100
4.81E+14,Limestone Community High School,Peoria,19.3,50,25,5.7,38.9,40.6,18.9,1.6,27.8,50.5,19.6,2.1,50.5,39.2,10.3,0,100,100,100,100
4.81E+14,,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Limestone Walters Elem School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Chillicothe,18.2,46.2,25.8,9.8,36.4,32.6,22.7,8.3,29.5,47.7,15.9,6.8,47.7,36.4,13.6,2.3,100,100,100,100
4.81E+14,Il Valley Central High School,Chillicothe,17.3,45.7,26.8,10.2,36.2,31.5,23.6,8.7,30,45,17.5,7.5,50,32.5,15,2.5,100,100,100,100
4.81E+14,Mossville Jr High,Mossville,,,,,,,,,,,,,,,,,,,,
4.81E+14,Chillicothe Jr High,Chillicothe,,,,,,,,,,,,,,,,,,,,
4.81E+14,South Elementary School,Chillicothe,,,,,,,,,,,,,,,,,,,,
4.81E+14,Mossville Elementary School,Mossville,,,,,,,,,,,,,,,,,,,,
4.81E+14,Chillicothe Elementary Center,Chillicothe,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Elmwood,10.3,44.8,25.9,19,15.5,44.8,32.8,6.9,,,,,,,,,100,,100,
4.81E+14,Elmwood High School,Elmwood,10.3,44.8,25.9,19,15.5,44.8,32.8,6.9,,,,,,,,,100,,100,
4.81E+14,Elmwood Junior High School,Elmwood,,,,,,,,,,,,,,,,,,,,
4.81E+14,Elmwood Elem School,Elmwood,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Peoria,9.5,24.7,30.1,35.8,10.8,19.6,42.4,27.2,40,33.3,23.3,3.3,43.3,36.7,20,0,99.4,93.8,99.4,93.8
4.81E+14,Dunlap High School,Dunlap,9.5,24.7,30.1,35.8,10.8,19.6,42.4,27.2,40,33.3,23.3,3.3,43.3,36.7,20,0,99.4,93.8,99.4,93.8
4.81E+14,Dunlap Middle School,Dunlap,,,,,,,,,,,,,,,,,,,,
4.81E+14,Dunlap Valley Middle School,Dunlap,,,,,,,,,,,,,,,,,,,,
4.81E+14,Dunlap Grade School,Dunlap,,,,,,,,,,,,,,,,,,,,
4.81E+14,Wilder-Waite Grade School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Banner Elementary School,Dunlap,,,,,,,,,,,,,,,,,,,,
4.81E+14,Ridgeview Elementary School,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Hickory Grove Elementary School,Dunlap,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Peoria Heights,34.1,29.5,31.8,4.5,47.7,36.4,15.9,0,40,40,12,8,56,36,8,0,100,100,100,100
4.81E+14,Peoria Heights High School,Peoria Heights,34.1,29.5,31.8,4.5,47.7,36.4,15.9,0,40,40,12,8,56,36,8,0,100,100,100,100
4.81E+14,Peoria Heights Grade School,Peoria Heights,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Princeville,14.3,44.6,32.1,8.9,10.7,46.4,30.4,12.5,23.5,52.9,17.6,5.9,11.8,70.6,11.8,5.9,100,100,100,100
4.81E+14,Princeville High School,Princeville,14.3,44.6,32.1,8.9,10.7,46.4,30.4,12.5,23.5,52.9,17.6,5.9,11.8,70.6,11.8,5.9,100,100,100,100
4.81E+14,Princeville Elem School,Princeville,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Glasford,17.7,43.5,35.5,3.2,21,43.5,33.9,1.6,23.5,52.9,23.5,0,23.5,64.7,11.8,0,98.4,100,98.4,100
4.81E+14,Illini Bluffs High School,Glasford,17.7,43.5,35.5,3.2,21,43.5,33.9,1.6,23.5,52.9,23.5,0,23.5,64.7,11.8,0,98.4,100,98.4,100
4.81E+14,Illini Bluffs Elementary School,Glasford,,,,,,,,,,,,,,,,,,,,
4.81E+14,Illini Bluffs Middle School,Glasford,,,,,,,,,,,,,,,,,,,,
4.81E+14,,Peoria,,,,,,,,,,,,,,,,,,,,
4.81E+14,Hollis Consolidated Grade Sch,Peoria,,,,,,,,,,,,,,,,,,,,
4.91E+14,,Hampton,,,,,,,,,,,,,,,,,,,,
4.91E+14,Hampton Elem School,Hampton,,,,,,,,,,,,,,,,,,,,
4.91E+14,,East Moline,45,34.9,15.6,4.5,58.5,24.9,13.1,3.5,55.9,32.6,10.6,0.9,69.2,22,6.6,2.2,96.1,95,96.1,95
4.91E+14,United Twp High School,East Moline,44.8,35,15.6,4.5,58.4,24.9,13.1,3.5,55.8,32.7,10.6,0.9,69,22.1,6.6,2.2,96.6,95.4,96.6,95.4
4.91E+14,,East Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Northeast Jr High School,East Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,George O Barr School,Silvis,,,,,,,,,,,,,,,,,,,,
4.91E+14,,Silvis,,,,,,,,,,,,,,,,,,,,
4.91E+14,Eagle Ridge School,Silvis,,,,,,,,,,,,,,,,,,,,
4.91E+14,,East Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Glenview Middle School,East Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Bowlesburg Elem School,Silvis,,,,,,,,,,,,,,,,,,,,
4.91E+14,Hillcrest Elem School,East Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Ridgewood Elem School,East Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Wells Elem School,East Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,,Moline,33.3,36.4,21.6,8.7,38,34.7,22.8,4.6,50,36.3,11.1,2.7,57.5,30.5,11.5,0.4,99.6,99.1,99.6,99.1
4.91E+14,Moline Sr High School,Moline,31.4,37,22.5,9.1,36,35.5,23.8,4.8,47.6,37.5,12,2.9,54.8,32.2,12.5,0.5,100,100,100,100
4.91E+14,John Deere Middle School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Woodrow Wilson Middle School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Butterworth Elem School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Benjamin Franklin Elem School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Hamilton Elem School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Lincoln-Irving Elem School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Logan Elem School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Bicentennial Elem School,Coal Valley,,,,,,,,,,,,,,,,,,,,
4.91E+14,Roosevelt Elem School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,George Washington Elem School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Willard Elem School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Jane Addams Elementary School,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,Jefferson Early Childhood Ctr,Moline,,,,,,,,,,,,,,,,,,,,
4.91E+14,,Rock Island,42.7,40.4,12.5,4.3,52.4,33.2,12.8,1.5,48,40.1,9.6,2.3,57.1,34.5,8.5,0,98.5,98.3,98.5,98.3
4.91E+14,Rock Island High School,Rock Island,40.4,42.1,12.8,4.6,50,34.7,13.7,1.6,46.8,41,9.8,2.3,56.1,35.3,8.7,0,99.2,98.9,99.2,98.9
4.91E+14,Edison Jr High School,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Washington Jr High School,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Denkmann Elem School,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Earl H Hanson Elem School,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Eugene Field Elem School,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Frances Willard Elem School,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Longfellow Elem School,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Ridgewood Elem School,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Thomas Jefferson Elem School,Milan,,,,,,,,,,,,,,,,,,,,
4.91E+14,Rock Island Academy,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,RICMS,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,Horace Mann ELC,Rock Island,,,,,,,,,,,,,,,,,,,,
4.91E+14,,Port Byron,17.3,39.5,25.9,17.3,27.2,37,23.5,12.3,26.7,40,0,33.3,40,26.7,13.3,20,100,100,100,100
4.91E+14,Riverdale Sr High School,Port Byron,16.3,40,26.3,17.5,26.3,37.5,23.8,12.5,26.7,40,0,33.3,40,26.7,13.3,20,100,100,100,100
4.91E+14,Riverdale Middle School,Port Byron,,,,,,,,,,,,,,,,,,,,
4.91E+14,Riverdale Elem School,Port Byron,,,,,,,,,,,,,,,,,,,,
4.91E+14,,Sherrard,21.8,44.5,22.7,10.9,25.5,39.1,27.3,8.2,34.8,43.5,21.7,0,30.4,30.4,39.1,0,100,100,100,100
4.91E+14,Sherrard High School,Sherrard,21.3,44.4,23.1,11.1,25,38.9,27.8,8.3,31.8,45.5,22.7,0,27.3,31.8,40.9,0,100,100,100,100
4.91E+14,Sherrard Jr High School,Sherrard,,,,,,,,,,,,,,,,,,,,
4.91E+14,Matherville Intermediate School,Matherville,,,,,,,,,,,,,,,,,,,,
4.91E+14,Sherrard Elementary School,Sherrard,,,,,,,,,,,,,,,,,,,,
4.91E+14,Winola Elementary School,Viola,,,,,,,,,,,,,,,,,,,,
4.91E+14,,Taylor Ridge,15.3,43.5,23.5,17.6,24.7,37.6,30.6,7.1,18.8,43.8,31.3,6.3,31.3,37.5,31.3,0,100,100,100,100
4.91E+14,Rockridge High School,Taylor Ridge,13.3,44.6,24.1,18.1,22.9,38.6,31.3,7.2,18.8,43.8,31.3,6.3,31.3,37.5,31.3,0,100,100,100,100
4.91E+14,Rockridge Jr High School,Taylor Ridge,,,,,,,,,,,,,,,,,,,,
4.91E+14,Andalusia Elem School,Andalusia,,,,,,,,,,,,,,,,,,,,
4.91E+14,Illinois City Elem School,Illinois City,,,,,,,,,,,,,,,,,,,,
4.91E+14,Taylor Ridge Elem School,Taylor Ridge,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Lebanon,25.6,43.6,28.2,2.6,41,35.9,23.1,0,42.9,35.7,21.4,0,64.3,21.4,14.3,0,100,100,100,100
5.01E+14,Lebanon High School,Lebanon,25.6,43.6,28.2,2.6,41,35.9,23.1,0,42.9,35.7,21.4,0,64.3,21.4,14.3,0,100,100,100,100
5.01E+14,Lebanon Elem School,Lebanon,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Mascoutah,10.9,37.2,31.6,20.2,20.2,37.7,35.6,6.5,26.3,44.7,15.8,13.2,34.2,39.5,23.7,2.6,99.6,97.4,99.6,97.4
5.01E+14,Mascoutah High School,Mascoutah,12.1,39.3,32.1,16.5,21.9,39.7,32.6,5.8,28.6,48.6,17.1,5.7,37.1,42.9,17.1,2.9,99.6,97.2,99.6,97.2
5.01E+14,Mascoutah Middle School,Mascoutah,,,,,,,,,,,,,,,,,,,,
5.01E+14,Mascoutah Elem School,Mascoutah,,,,,,,,,,,,,,,,,,,,
5.01E+14,Scott Elem School,Scott Air Force Base,,,,,,,,,,,,,,,,,,,,
5.01E+14,Wingate Elementary School,Shiloh,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Saint Libory,,,,,,,,,,,,,,,,,,,,
5.01E+14,St Libory Elem School,Saint Libory,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Marissa,37.7,43.4,17,1.9,47.2,39.6,13.2,0,50,40,6.7,3.3,53.3,40,6.7,0,98.1,96.8,98.1,96.8
5.01E+14,Marissa Jr & Sr High School,Marissa,37.7,43.4,17,1.9,47.2,39.6,13.2,0,50,40,6.7,3.3,53.3,40,6.7,0,98.1,96.8,98.1,96.8
5.01E+14,Marissa Elem School,Marissa,,,,,,,,,,,,,,,,,,,,
5.01E+14,,New Athens,23.1,46.2,23.1,7.7,38.5,34.6,19.2,7.7,,,,,,,,,100,,100,
5.01E+14,New Athens High School,New Athens,25,50,20.8,4.2,41.7,37.5,12.5,8.3,,,,,,,,,100,,100,
5.01E+14,New Athens Jr High,New Athens,,,,,,,,,,,,,,,,,,,,
5.01E+14,New Athens Elem,New Athens,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Freeburg,,,,,,,,,,,,,,,,,,,,
5.01E+14,Freeburg Primary Center,Freeburg,,,,,,,,,,,,,,,,,,,,
5.01E+14,Freeburg Elem School,Freeburg,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Freeburg,14,44,32,10,24.7,32.7,38.7,4,52.9,29.4,17.6,0,64.7,23.5,11.8,0,100,100,100,100
5.01E+14,Freeburg Community High Sch,Freeburg,14.2,44.6,31.1,10.1,25,33.1,37.8,4.1,52.9,29.4,17.6,0,64.7,23.5,11.8,0,100,100,100,100
5.01E+14,,Shiloh,,,,,,,,,,,,,,,,,,,,
5.01E+14,Shiloh Middle School,Shiloh,,,,,,,,,,,,,,,,,,,,
5.01E+14,Shiloh Elementary School,Shiloh,,,,,,,,,,,,,,,,,,,,
5.01E+14,,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,Fulton Jr High School,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,Amelia V Carriel Jr High,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,Estelle Kampmeyer Elem School,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,J Emmett Hinchcliffe Sr Elem Sch,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,Laverna Evans Elem School,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,Marie Schaefer Elem School,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,Delores Moye Elem School,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,Joseph Arthur Middle School,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,Central Elem School,O Fallon,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Fairview Heights,,,,,,,,,,,,,,,,,,,,
5.01E+14,Pontiac Jr High School,Fairview Heights,,,,,,,,,,,,,,,,,,,,
5.01E+14,William Holliday Elem School,Fairview Heights,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Fairview Heights,,,,,,,,,,,,,,,,,,,,
5.01E+14,Grant Middle School,Fairview Heights,,,,,,,,,,,,,,,,,,,,
5.01E+14,Illini Elem School,Fairview Heights,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Swansea,,,,,,,,,,,,,,,,,,,,
5.01E+14,Wolf Branch Middle School,Swansea,,,,,,,,,,,,,,,,,,,,
5.01E+14,Wolf Branch Elem School,Swansea,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Whiteside Middle School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Whiteside Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Swansea,,,,,,,,,,,,,,,,,,,,
5.01E+14,High Mount Elem School,Swansea,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Central Jr High School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,West Jr High School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Abraham Lincoln Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Douglas Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Franklin Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Henry Raab Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Jefferson Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Roosevelt Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Union Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Westhaven Elementary,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Washington School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Belle Valley School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Smithton,,,,,,,,,,,,,,,,,,,,
5.01E+14,Smithton Elem School,Smithton,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Millstadt,,,,,,,,,,,,,,,,,,,,
5.01E+14,Millstadt Consolidated School,Millstadt,,,,,,,,,,,,,,,,,,,,
5.01E+14,Millstadt Primary Center,Millstadt,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Emge Junior High School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Ellis Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Harmony Intermediate Center,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Signal Hill Elem School,Belleville,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Cahokia,67,28.5,4.5,0,78,19.5,2.5,0,68.7,27,4.3,0,81.6,16,2.5,0,99.5,99.4,99.5,99.4
5.01E+14,Cahokia High School,Cahokia,71.4,24.9,3.8,0,82.7,16.2,1.1,0,71.9,24.2,3.9,0,85.6,13.7,0.7,0,99.5,99.4,99.5,99.4
5.01E+14,7th Grade Academy,Cahokia,,,,,,,,,,,,,,,,,,,,
5.01E+14,8th Grade Academy,Cahokia,,,,,,,,,,,,,,,,,,,,
5.01E+14,Oliver Parks 6th Grade School,Cahokia,,,,,,,,,,,,,,,,,,,,
5.01E+14,Huffman Elem School,Cahokia,,,,,,,,,,,,,,,,,,,,
5.01E+14,Lalumier Elem School,Centreville,,,,,,,,,,,,,,,,,,,,
5.01E+14,Maplewood Elem School,Cahokia,,,,,,,,,,,,,,,,,,,,
5.01E+14,Elizabeth Morris Elem School,Cahokia,,,,,,,,,,,,,,,,,,,,
5.01E+14,Penniman Elem School,Cahokia,,,,,,,,,,,,,,,,,,,,
5.01E+14,Estelle Sauget School of Choice,Cahokia,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Lovejoy,83.3,16.7,0,0,91.7,8.3,0,0,83.3,16.7,0,0,91.7,8.3,0,0,92.3,92.3,92.3,92.3
5.01E+14,Lovejoy Technology Academy,Lovejoy,83.3,16.7,0,0,91.7,8.3,0,0,83.3,16.7,0,0,91.7,8.3,0,0,92.3,92.3,92.3,92.3
5.01E+14,Lovejoy Middle School,Lovejoy,,,,,,,,,,,,,,,,,,,,
5.01E+14,Lovejoy Elementary School,Lovejoy,,,,,,,,,,,,,,,,,,,,
5.01E+14,,East Saint Louis,64.4,28.1,3,0.3,78.5,15.1,1.8,0.3,64.2,29,2.6,0.3,79.2,15,1.6,0.3,90.8,91,90.8,91
5.01E+14,East St Louis Senior High School,East Saint Louis,66.3,28.9,2.4,0,81.9,14.5,1.2,0,66.1,29.6,2.1,0,82.8,14.2,0.9,0,92.4,92.7,92.4,92.7
5.01E+14,Mason/Clark Middle Sch,East Saint Louis,,,,,,,,,,,,,,,,,,,,
5.01E+14,East St Louis-Lincoln Middle School,East Saint Louis,,,,,,,,,,,,,,,,,,,,
5.01E+14,Dunbar Elem School,East Saint Louis,,,,,,,,,,,,,,,,,,,,
5.01E+14,Annette Officer Elementary,East Saint Louis,,,,,,,,,,,,,,,,,,,,
5.01E+14,Katie Harper-Wright Elem,East Saint Louis,,,,,,,,,,,,,,,,,,,,
5.01E+14,Gordon Bush Elementary,East Saint Louis,,,,,,,,,,,,,,,,,,,,
5.01E+14,James Avant Elementary School,Washington Pk,,,,,,,,,,,,,,,,,,,,
5.01E+14,Vivian Adams Early Child Ctr,East Saint Louis,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Dupo,16.9,67.7,10.8,4.6,38.5,40,21.5,0,20,68.6,8.6,2.9,42.9,40,17.1,0,98.5,97.2,98.5,97.2
5.01E+14,Dupo High School,Dupo,16.9,67.7,10.8,4.6,38.5,40,21.5,0,20,68.6,8.6,2.9,42.9,40,17.1,0,98.5,97.2,98.5,97.2
5.01E+14,Dupo Jr High School,Dupo,,,,,,,,,,,,,,,,,,,,
5.01E+14,Bluffview  Elem School,Dupo,,,,,,,,,,,,,,,,,,,,
5.01E+14,,Belleville,26,42.1,24,7.9,39.7,33,21.8,5.4,37.2,43.9,16,2.9,54.6,30.3,13.4,1.7,98.1,98.3,98.1,98.3
5.01E+14,Belleville High School-East,Belleville,24.2,40.6,27,8.1,37.6,33.6,22.6,6.2,37.9,41.5,17.8,2.8,57.7,25.3,14.6,2.4,99.3,98.8,99.3,98.8
5.01E+14,Belleville High School-West,Belleville,23.2,45,23,8.8,37.7,33.5,23.6,5.2,33.7,47.6,15.4,3.3,49.2,36.2,13.4,1.2,99.8,99.6,99.8,99.6
